rank,ai_maturity_score,company_name,company_url,industry,revenue_range
862,18.0,Unusual Ventures,www.unusual.vc,Banking and Financial Services,"$100,000,000 to $199,999,999"
863,18.0,Biocarbon Engineering,www.dendra.io,"Professional, Scientific and Technical Services","$10,000,000 to $49,999,999"
864,18.0,Xerox Corp.,www.xerox.com,Computer and Electronic Product Manufacturing,"Over $1,000,000,000"
865,18.0,datenwissen.com,www.datenwissen.com,"Professional, Scientific and Technical Services","$1,000,000 to $9,999,999"
866,18.0,Visionyle Solutions,www.visionyle.com,,"$10,000,000 to $49,999,999"
867,18.0,proa tecnologia criativa,www.proatecnologia.com.br,"Professional, Scientific and Technical Services","$1,000,000 to $9,999,999"
868,18.0,allozymes,www.allozymes.com,"Professional, Scientific and Technical Services","Less than $1,000,000"
869,18.0,The Johns Hopkins University Applied Physics Laboratory LLC,www.jhuapl.edu,"Professional, Scientific and Technical Services","Over $1,000,000,000"
870,18.0,American Advertising Federation,www.aaf.org,,"$1,000,000 to $9,999,999"
871,18.0,Laboratory Corporation of America Holdings,www.labcorp.com,Health Care and Social Assistance,"Over $1,000,000,000"
872,18.0,"ResMed, Inc.",www.resmed.com,Manufacturing,"Over $1,000,000,000"
873,18.0,Melonfrost,www.melonfrost.com,"Professional, Scientific and Technical Services","$1,000,000 to $9,999,999"
874,18.0,snuailab.com,www.snuailab.com,,Unknown
875,18.0,vote.net.in,www.vote.net.in,,
876,18.0,Barbora,www.barbora.lt,Retail Trade,"$10,000,000 to $49,999,999"
877,18.0,Bizmetric,www.bizmetric.com,"Professional, Scientific and Technical Services","$10,000,000 to $49,999,999"
878,18.0,PetSmart,www.petsmart.com,Retail Trade,"Over $1,000,000,000"
879,18.0,FlexoSense,www.flexosense.com,,
880,18.0,AI Fund,www.aifund.ai,Banking and Financial Services,"$10,000,000 to $49,999,999"
881,18.0,Washington Metropolitan Area Transit Authority (WMATA),www.wmata.com,Public Administration,"Over $1,000,000,000"
882,18.0,"Trifacta, Inc.",www.trifacta.com,"Professional, Scientific and Technical Services","$10,000,000 to $49,999,999"
883,18.0,"Airbnb, Inc.",www.airbnb.com,Travel and Tourism,"Over $1,000,000,000"
884,18.0,RadiusAI,www.radiusai.com,Computer and Electronic Product Manufacturing,"$1,000,000 to $9,999,999"
885,18.0,Revel IT,www.revelit.com,"Professional, Scientific and Technical Services","$10,000,000 to $49,999,999"
886,18.0,Dataeconomy,www.dataeconomy.io,"Professional, Scientific and Technical Services","$10,000,000 to $49,999,999"
887,18.0,SAS,www.sas.com,Computer and Electronic Product Manufacturing,"Over $1,000,000,000"
888,18.0,Annalect,www.annalect.com,"Professional, Scientific and Technical Services","$50,000,000 to $99,999,999"
889,18.0,Striveworks,www.striveworks.us,"Professional, Scientific and Technical Services","$1,000,000 to $9,999,999"
890,18.0,Canadian Tire,www.canadiantire.ca,Retail Trade,"Over $1,000,000,000"
891,18.0,Astek,www.astekgroup.fr,"Professional, Scientific and Technical Services","$100,000,000 to $199,999,999"
892,18.0,Briskwin IT Solutions,www.briskwinit.com,"Professional, Scientific and Technical Services","$1,000,000 to $9,999,999"
893,18.0,Snorkel AI,www.snorkel.ai,"Professional, Scientific and Technical Services","$10,000,000 to $49,999,999"
894,18.0,vinbrain.net,www.vinbrain.net,"Professional, Scientific and Technical Services","$10,000,000 to $49,999,999"
895,18.0,Stability AI,www.stability.ai,"Professional, Scientific and Technical Services","$10,000,000 to $49,999,999"
896,18.0,PixelPhant,www.pixelphant.com,"Professional, Scientific and Technical Services","$1,000,000 to $9,999,999"
897,18.0,terray therapeutics,www.terraytherapeutics.com,"Professional, Scientific and Technical Services","Less than $1,000,000"
898,18.0,hydatis.com,www.hydatis.com,"Professional, Scientific and Technical Services","$1,000,000 to $9,999,999"
899,18.0,HighRadius,www.highradius.com,Computer and Electronic Product Manufacturing,"$200,000,000 to $499,999,999"
900,18.0,Nod.Ai,www.nod.ai,Computer and Electronic Product Manufacturing,"$1,000,000 to $9,999,999"
901,18.0,Lumiq,www.lumiq.ai,"Professional, Scientific and Technical Services","$1,000,000 to $9,999,999"
902,18.0,femtherapeutics,www.femtherapeutics.com,Manufacturing,"Less than $1,000,000"
903,18.0,Major League Baseball (MLB),www.mlb.com,Media and Entertainment,"$200,000,000 to $499,999,999"
904,18.0,CirrusLabs,www.cirruslabs.io,Computer and Electronic Product Manufacturing,"$10,000,000 to $49,999,999"
905,18.0,Beyond Limits,www.beyond.ai,"Professional, Scientific and Technical Services","Less than $1,000,000"
906,18.0,"Orion Systems Integrators, LLC",www.orioninc.com,"Professional, Scientific and Technical Services","$50,000,000 to $99,999,999"
907,18.0,Flipkart,www.flipkart.com,Retail Trade,"Over $1,000,000,000"
908,18.0,Meterwork,www.meterwork.com,"Professional, Scientific and Technical Services","Less than $1,000,000"
909,18.0,ZEISS Group,www.zeiss.com,,
910,18.0,Siena AI,www.siena.cx,,"Less than $1,000,000"
911,18.0,Peak,www.peak.ai,"Professional, Scientific and Technical Services","$10,000,000 to $49,999,999"
912,18.0,Alera Group,www.aleragroup.com,Insurance,"$200,000,000 to $499,999,999"
913,18.0,"WEX, Inc.",www.wexinc.com,Banking and Financial Services,"Over $1,000,000,000"
914,18.0,RTBAnalytica,www.rtbanalytica.com,"Professional, Scientific and Technical Services","$1,000,000 to $9,999,999"
915,18.0,ICS Global Soft,www.icsglobalsoftinc.com,,"$1,000,000 to $9,999,999"
916,18.0,Invent Analytics,www.inventanalytics.com,,"$10,000,000 to $49,999,999"
917,18.0,AgencyKPI,www.agencykpi.com,"Professional, Scientific and Technical Services","$1,000,000 to $9,999,999"
918,18.0,Creyon Bio,www.creyonbio.com,,"$1,000,000 to $9,999,999"
919,18.0,InterEx Group,www.interex-group.com,Service Industry,"$1,000,000 to $9,999,999"
920,18.0,galytix,www.galytix.com,"Professional, Scientific and Technical Services","$1,000,000 to $9,999,999"
921,18.0,Srivango Technologies,www.srivango.com,"Professional, Scientific and Technical Services","$1,000,000 to $9,999,999"
922,18.0,The Clorox Company,www.thecloroxcompany.com,Pharmaceuticals and Chemicals Manufacturing,"Over $1,000,000,000"
923,18.0,Office Depot,www.officedepot.com,Retail Trade,"Over $1,000,000,000"
924,18.0,GAC Solutions Inc.,www.gacsol.com,"Professional, Scientific and Technical Services","$10,000,000 to $49,999,999"
925,18.0,Southern Illinois Healthcare,www.sih.net,Health Care and Social Assistance,"$500,000,000 to $999,999,999"
926,18.0,Monks Associates,www.media.monks.com,,
927,18.0,Enexus Global,www.enexusglobal.com,,"$1,000,000 to $9,999,999"
928,18.0,norristown bell credit union,www.nbcu.org,,"$1,000,000 to $9,999,999"
929,18.0,Ocurate,www.ocurate.com,Computer and Electronic Product Manufacturing,"$1,000,000 to $9,999,999"
930,18.0,University of Rochester,www.rochester.edu,Educational Services,"Over $1,000,000,000"
931,18.0,Blue Cross Blue Shield of Michigan,www.bcbsm.com,Insurance,"Over $1,000,000,000"
932,18.0,Avery Products,www.averydennison.com,Manufacturing,"Over $1,000,000,000"
933,18.0,Paysera,www.paysera.lt,Banking and Financial Services,"$10,000,000 to $49,999,999"
934,18.0,vinbigdata.com,www.vinbigdata.com,"Professional, Scientific and Technical Services",Unknown
935,18.0,BitAnimate,www.bitanimate.com,Computer and Electronic Product Manufacturing,"Less than $1,000,000"
936,18.0,synativ.com,www.synativ.com,,Unknown
937,18.0,Algonomy,www.algonomy.com,"Professional, Scientific and Technical Services","$10,000,000 to $49,999,999"
938,18.0,Sahara Communications,www.saharainc.net,,
939,18.0,AlphaLayer,www.alphalayer.ai,Computer and Electronic Product Manufacturing,"$1,000,000 to $9,999,999"
940,18.0,adesso AG,www.adesso-group.de,"Professional, Scientific and Technical Services","Over $1,000,000,000"
941,18.0,Aflac Northern Ireland,www.aflacni.com,"Professional, Scientific and Technical Services","$10,000,000 to $49,999,999"
942,18.0,Heretic,www.heretic.ventures,Banking and Financial Services,"Less than $1,000,000"
943,18.0,A3Data,www.a3data.com.br,,"$1,000,000 to $9,999,999"
944,18.0,Paramount Network,www.paramount.com,Media and Entertainment,"Over $1,000,000,000"
945,18.0,eaglys,www.eaglys.co.jp,"Professional, Scientific and Technical Services","$10,000,000 to $49,999,999"
946,18.0,Psiori,www.psiori.com,Computer and Electronic Product Manufacturing,"$1,000,000 to $9,999,999"
947,18.0,Assa Abloy AB,www.assaabloy.com,Manufacturing,"Over $1,000,000,000"
948,18.0,Blueprint Power,www.blueprintpower.com,Computer and Electronic Product Manufacturing,"$1,000,000 to $9,999,999"
949,18.0,Prisma AI Corporation PTE.,www.prismagl.com,,"$10,000,000 to $49,999,999"
950,18.0,SenseTime 商汤科技,www.sensetime.com,Computer and Electronic Product Manufacturing,"$500,000,000 to $999,999,999"
951,18.0,7 Eleven,www.7-eleven.com,Retail Trade,"Over $1,000,000,000"
952,18.0,"ANSYS, Inc.",www.ansys.com,Computer and Electronic Product Manufacturing,"Over $1,000,000,000"
953,18.0,Bay-One for Africa,www.linkedin.com/company/bay-one-for-africa-ltd/,,"$1,000,000 to $9,999,999"
954,18.0,Data Wave Technologies,www.datawavetechnologies.com,,"$1,000,000 to $9,999,999"
955,18.0,Gainwell Technologies,www.gainwelltechnologies.com,"Professional, Scientific and Technical Services","$500,000,000 to $999,999,999"
956,18.0,Ecolab,www.ecolab.com,Utilities,"Over $1,000,000,000"
957,18.0,Data Science District,www.datasciencedistrict.nl,"Professional, Scientific and Technical Services","Less than $1,000,000"
958,18.0,Seasalt.ai,www.seasalt.ai,Computer and Electronic Product Manufacturing,"$1,000,000 to $9,999,999"
959,18.0,equilibriumenergy.com,www.equilibriumenergy.com,Service Industry,"$10,000,000 to $49,999,999"
960,18.0,National Basketball Association (NBA),www.nba.com,Media and Entertainment,"$200,000,000 to $499,999,999"
961,18.0,Parsionate,www.parsionate.com,"Professional, Scientific and Technical Services","$10,000,000 to $49,999,999"
962,18.0,rawmind,www.rawmind.in,"Professional, Scientific and Technical Services","$1,000,000 to $9,999,999"
963,18.0,upGrad,www.upgrad.com,,"$10,000,000 to $49,999,999"
964,18.0,FIDIUS Advisory,www.fidiusadvisory.com,"Professional, Scientific and Technical Services","$1,000,000 to $9,999,999"
965,18.0,"Juniper Networks, Inc.",www.juniper.net,Computer and Electronic Product Manufacturing,"Over $1,000,000,000"
966,18.0,"Roku, Inc.",www.roku.com,Computer and Electronic Product Manufacturing,"Over $1,000,000,000"
967,18.0,New Jersey Institute of Technology,www.njit.edu,Educational Services,"$500,000,000 to $999,999,999"
968,18.0,Antilles-Guyane.Bnpparibas,www.bnpparibas.co.in,"Professional, Scientific and Technical Services","$200,000,000 to $499,999,999"
969,18.0,Annapurna Labs,www.annapurnalabs.com,Computer and Electronic Product Manufacturing,"$10,000,000 to $49,999,999"
970,18.0,Strong Analytics,www.strong.io,"Professional, Scientific and Technical Services","$1,000,000 to $9,999,999"
971,18.0,BenchSci,www.benchsci.com,"Professional, Scientific and Technical Services","$10,000,000 to $49,999,999"
972,18.0,Foundry,www.foundry.com,"Professional, Scientific and Technical Services","$50,000,000 to $99,999,999"
973,18.0,Inworld AI,www.inworld.ai,Computer and Electronic Product Manufacturing,"$1,000,000 to $9,999,999"
974,18.0,Claim Genius,www.claimgenius.com,"Professional, Scientific and Technical Services","$10,000,000 to $49,999,999"
975,18.0,Keasis,www.keasis.com,"Professional, Scientific and Technical Services","$10,000,000 to $49,999,999"
976,18.0,DataToBiz,www.datatobiz.com,"Professional, Scientific and Technical Services","$1,000,000 to $9,999,999"
977,18.0,MillenniumIT ESP,www.mitesp.com,,
978,18.0,dallasdatascienceacademy.com,www.dallasdatascienceacademy.com,"Professional, Scientific and Technical Services","Less than $1,000,000"
979,18.0,KTech Products,www.ktechproducts.com,"Professional, Scientific and Technical Services","$10,000,000 to $49,999,999"
980,18.0,Group Nine Marketing,www.groupnine.com,"Professional, Scientific and Technical Services","Less than $1,000,000"
981,18.0,Hartford Financial Services,www.thehartford.com,Insurance,"Over $1,000,000,000"
982,18.0,Elsevier,www.elsevier.com,Media and Entertainment,"$500,000,000 to $999,999,999"
983,18.0,Medineos Observational Research,www.medineos.com,,"$1,000,000 to $9,999,999"
984,18.0,Shabak - Israeli Security Agency - Career,www.shabak.gov.il,Public Administration,Unknown
985,18.0,Sight Spectrum,www.sightspectrum.com,"Professional, Scientific and Technical Services","$50,000,000 to $99,999,999"
986,18.0,Tile Shop Holdings,www.tileshop.com,Retail Trade,"$200,000,000 to $499,999,999"
987,17.0,innData Analytics Private Limited,www.inndata.in,,"$1,000,000 to $9,999,999"
988,17.0,Radius AI,www.radiusai.com,,"$1,000,000 to $9,999,999"
989,17.0,Activeloop,www.activeloop.ai,Technical,"$1,000,000 to $9,999,999"
990,17.0,StatusNeo,www.statusneo.com,Technical,"$50,000,000 to $99,999,999"
991,17.0,EBizCharge,www.ebizcharge.com,Technical,"$10,000,000 to $49,999,999"
992,17.0,Biz-Metric,www.bizmetric.com,Technical,"$10,000,000 to $49,999,999"
993,17.0,jai kisan,www.jai-kisan.com,Finance,"$10,000,000 to $49,999,999"
994,17.0,"W.W. Grainger, Inc.",www.grainger.com,Technical,"Over $1,000,000,000"
995,17.0,Highradius Corporation,www.highradius.com,Finance,"$200,000,000 to $499,999,999"
996,17.0,Commonwealth Annuity & Life Insurance,www.globalatlantic.com,Manufacturing,"$200,000,000 to $499,999,999"
997,17.0,Ceevra Inc.,www.ceevra.com,Technical,"$1,000,000 to $9,999,999"
998,17.0,Barhead Solutions,www.barhead.com,Insurance,"$50,000,000 to $99,999,999"
999,17.0,Ntt America Inc,www.global.ntt,Telecommunications,"$500,000,000 to $999,999,999"
1000,17.0,techcarrot,www.techcarrot.ae,Telecommunications,"$500,000,000 to $999,999,999"
